content,labels,0,1
compelling mix trial movie escape movie unexpected fable ensures film never feels draggy,1.0,0.44604802,0.553952
paradiso rusted ruin ultimate collapse film final restored third emotionally belittle cinema classic sometimes shorter better,1.0,0.44952166,0.5504783
captivating coming age story may also first narrative film truly informed wireless age,1.0,0.4607225,0.5392775
script snazzy dialogue establishes realistic atmosphere involves us unfolding crisis lazy plotting ensures little emotional investment pays,1.0,0.45118082,0.5488192
second chapter harry potter series even magical first simply best family film year,1.0,0.4556947,0.54430526
lohman film performance moves heartbreak rebellion continually tries accommodate fit gain unconditional love seeks,1.0,0.4542566,0.5457434
anchored terrific performance abbass satin rouge shows idea women self actualization knows continental divides,1.0,0.45294335,0.5470566
scherfig made movie leave wondering characters lives clever credits roll,1.0,0.44752663,0.55247337
stylishly directed verve,1.0,0.4532109,0.5467891
great fun sports aficionados ordinary louts whose idea exercise climbing steps stadium seat megaplex,1.0,0.45845664,0.54154336
whole mildly pleasant outing r rating brief nudity grisly corpse remains aloft self referential hot air inspired performance tim allen,1.0,0.446783,0.553217
crush clever captivating romantic comedy welcome pinch tartness,1.0,0.45494986,0.5450502
several degrees shy gross contests one expects current teen fare,1.0,0.44892293,0.551077
know precisely make steven soderbergh full frontal though stop enjoying much,1.0,0.45543557,0.5445644
certainly performances worthwhile,1.0,0.45082098,0.549179
disreputable air whole thing makes irresistible,1.0,0.4484063,0.55159366
wonder hope magic never escape heart boy right movie comes along especially begins name star wars,1.0,0.44297498,0.557025
buy accomplished actress big juicy role,1.0,0.45193443,0.5480656
one strictly lightweight escapist film,1.0,0.45252964,0.5474704
something ultimate scorsese film stomach turning violence colorful new york gang lore hallmarks personal cinema painted largest ever historical canvas,1.0,0.4482921,0.5517079
movie trove delights,1.0,0.4500984,0.5499016
elegant exquisitely modulated psychological thriller,1.0,0.45457014,0.5454299
emerge clearer view gears justice grind death report comes share airtime alongside farm report,1.0,0.44667187,0.5533281
dark water complete wash pun intended watched side side ringu ultimately comes pale successor,1.0,0.45103407,0.54896593
intimate panoramic,1.0,0.45202085,0.5479792
exquisitely crafted acted tale,1.0,0.4497346,0.55026543
still pretentious filled subtext entertaining enough face value recommend anyone looking something different,1.0,0.4580713,0.5419287
amusing breezily apolitical documentary life campaign trail,1.0,0.44975394,0.550246
capable nailbiter,1.0,0.45201117,0.54798883
one war movies focuses human interaction rather battle action sequences stronger,1.0,0.44829765,0.5517024
stevens flair dialogue comedy film operates nicely element surprise large cast solid,1.0,0.4490542,0.55094576
maggie smith ya ya member tank absolutely crack crass gasp gas verbal deportment,1.0,0.45429805,0.5457019
entirely suspenseful extremely well paced ultimately dare say entertaining,1.0,0.4547684,0.54523164
see wheels turning might resent sometimes still nice little picture made bright friendly souls lot good cheer,1.0,0.45527068,0.5447293
foster breathes life roll could otherwise bland run mill,1.0,0.4504002,0.5495998
serviceable euro trash action extravaganza decent sense humor plenty things go boom handguns bmws seaside chateaus,1.0,0.45402566,0.5459744
possession based book byatt demands labute deal subject love head trading cynicism reverence little wit,1.0,0.4581105,0.5418895
watching two actors play intensely restraint treat,1.0,0.4481442,0.55185586
accident accidental spy solid action pic returns martial arts master top form,1.0,0.46034113,0.53965884
masterpiece four years making,1.0,0.4515511,0.5484489
reno left liberal political spectrum tough funny rather chaotic show subversive much nit picky hypocrisies time,1.0,0.4530279,0.54697216
angel presents events partly perspective aurelie christelle infuses film sensibility particularly nightmarish fairytale,1.0,0.45093074,0.5490692
intelligent multi layered profoundly humanist mention gently political meditation values knowledge education affects cultural geographical displacement,1.0,0.45703432,0.5429657
slick skillful little horror film,1.0,0.45166275,0.5483372
plot follows predictable connect dots course director john schultz colors picture evocative shades,1.0,0.44851783,0.5514822
individual moments mood aimlessness actually sort amazing,1.0,0.44877753,0.5512225
witty whimsical feature debut,1.0,0.4543333,0.54566675
extraordinary swedish film soul adventure marriage kind intimate character driven film bille august best,1.0,0.45125973,0.54874027
word comes mind watching eric rohmer tribute courageous scottish lady painterly,1.0,0.45025986,0.54974014
stories potential touched angel simplicity sappiness thirteen conversations one thing generosity optimism never resorts easy feel good sentiments,1.0,0.44766325,0.5523368
fast frantic fun also soon forgotten,1.0,0.4536635,0.54633653
much movie picture book big screen favorite series still enjoyed enough recommend,1.0,0.46214214,0.5378579
audiences advised sit near back squint avoid noticing truly egregious lip non synching otherwise production suitably elegant,1.0,0.45634997,0.5436501
could first major studio production shot video tape instead film,1.0,0.4485233,0.55147666
distance picture provides satisfyingly unsettling ride dark places national psyche,1.0,0.44943538,0.55056465
bloody sunday grace call prevention rather place blame making one best war movies ever made movie accomplishes much one viewing possibly enough,1.0,0.44372448,0.55627555
lovely amazing holofcener deep uncompromising curtsy women knows likely said done loves pieces trust,1.0,0.4504789,0.549521
though overall overwhelmingly positive portrayal film ignore problematic aspects brown life,1.0,0.4500507,0.5499493
watstein handily directs edits around screenplay sappier elements sustains hook buildup remarkable assuredness first timer,1.0,0.4544741,0.5455259
testament de niro director michael caton jones movie end accept characters film flaws,1.0,0.45085824,0.5491418
evokes th century subtlety object lesson period filmmaking,1.0,0.45170227,0.54829776
una pel cula oscura precisa por momentos grandiosa casi siempre conmovedora,1.0,0.45298877,0.54701126
great summer fun watch arnold buddy gerald bounce quirky cast characters,1.0,0.45104948,0.54895055
leigh one rare directors feels acting heart soul cinema allows cast members make creative contributions story dialogue method almost never fails works superbly,1.0,0.4454012,0.55459875
reminder beyond hype recent digital glitz spielberg knows tell us people,1.0,0.45325783,0.54674214
manages transcend sex drugs show tunes plot something far richer,1.0,0.45266107,0.54733896
principals cast fine bishop stevenson standouts,1.0,0.4501993,0.5498007
average coming age tale elevated wholesome twist pesky mother interfering son discovery homosexuality,1.0,0.44889313,0.55110687
scope ambition accomplishment children century takes kurys career whole new level,1.0,0.44592398,0.5540761
moments account life artist frida kahlo among cinema finest year unfortunately sandwiched impossibly dry account kahlo life imaginable,1.0,0.44655228,0.5534477
one smarter offerings horror genre produced recent memory even far tamer advertised,1.0,0.449887,0.550113
wife actress works well leads companionable couple,1.0,0.44818646,0.5518136
myers turned franchise movie version adolescent dirty joke book done post tarantino pop culture riffs,1.0,0.4552539,0.54474604
way roundelay partners functions interplay within partnerships among partnerships general air gator bashing consistently delightful,1.0,0.4528592,0.54714084
walk good girl mixed emotions disapproval justine combined tinge understanding actions,1.0,0.45670107,0.54329896
lohman adapts changes required actress director peter kosminsky never get audience break wall character erects,1.0,0.44924334,0.5507567
delightful entree tradition food movies,1.0,0.45064047,0.5493595
turntable outselling electric guitar,1.0,0.4522366,0.5477634
skin man gets cheap shocks kids peril theatrics also taps primal fears young people trying cope mysterious brutal nature adults,1.0,0.4433622,0.5566378
good hard edged stuff violent bit exploitative also nicely done morally alert street smart,1.0,0.44996613,0.55003387
though particular interest students enthusiast international dance world music film designed make viewers ages cultural backgrounds rhythmic ability want get dance,1.0,0.4501555,0.5498445
danny huston gives astounding performance deftly gradually reveals real human soul buried beneath spellbinding serpent smirk,1.0,0.45194405,0.54805595
harsh effective documentary life israeli occupied palestinian territories,1.0,0.45123792,0.5487621
case convincing one give anyone conscience reason pause,1.0,0.44934192,0.55065805
extends writings jean genet john rechy films fassbinder perhaps even nocturnal works goya,1.0,0.44990337,0.5500967
dogtown z boys evokes blithe rebel fantasy kind insouciance embedded sexy demise james dean,1.0,0.45365953,0.5463404
drama cube personal revelations regarding shop means big picture iconic characters gambol fluidly story charming results,1.0,0.45998788,0.5400122
entire cast extraordinarily good,1.0,0.44925642,0.55074364
take grandkids grandparents never worry anyone bored audience sea constant smiles frequent laughter,1.0,0.4498926,0.55010736
impossible romance root patronized iranian lad,1.0,0.45180678,0.5481932
sharp amusing study cult celebrity,1.0,0.4521789,0.5478211
surface silly comedy scotland pa would forgettable clever adaptation bard tragic play,1.0,0.44633296,0.553667
film different apple striking encourage us see samira makhmalbaf distinctive sensibility working develop film language conspicuous success,1.0,0.45438102,0.545619
journey spanning nearly three decades bittersweet camaraderie history feel truly know makes holly marina tick hearts go continue negotiate imperfect love hate relationship,1.0,0.44960856,0.5503915
shamelessly resorting pee related sight gags might even cause tom green grimace still myer energy silliness eventually prevail,1.0,0.45445728,0.54554266
movie refreshes mind spirit along body original content look style,1.0,0.44798195,0.552018
go see enjoy,1.0,0.45338368,0.54661626
director david jacobson gives dahmer consideration murderer never game victims,1.0,0.44666326,0.55333674
inspires continuing deeply satisfying awareness best movies monumental picture shows,1.0,0.45018426,0.5498157
wwii drama well plotted visually striking filled enjoyably complex characters never first appear,1.0,0.45282143,0.54717857
stripped dramatic constructs austere imagery abstract characters equal parts poetry politics obvious times evocative heartfelt,1.0,0.4583053,0.5416947
draw big bad love solid performance arliss howard,1.0,0.45373,0.54627
pianist polanski best film,1.0,0.45166647,0.5483335
stoically delivered hokum hart war never fun still worthy addition growing canon post saving private ryan tributes greatest generation,1.0,0.4568699,0.5431301
strikes hardest reminds pertinent dynamics remain fifty years fact world political situation seems little different director phillip noyce brings allegory remarkable skill,1.0,0.44836158,0.5516384
funny romantic comedy two skittish new york middle agers stumble relationship struggle furiously fears foibles,1.0,0.45083714,0.54916286
lesson prehistoric hilarity,1.0,0.45197946,0.54802054
broomfield turns distinctive blundering style something could really help clear case,1.0,0.4462163,0.5537838
passionate irrational long suffering cruel tarantula helga figures prominently movie helps keep proceedings funny grown ups rugrats,1.0,0.44616908,0.5538309
mel gibson fights good fight vietnam director randall wallace flag waving war flick core decency,1.0,0.44712055,0.55287945
tremendous piece work,1.0,0.44984138,0.5501586
overall wacky inspired little film works effortlessly delivering genuine acerbic laughs,1.0,0.45119238,0.5488076
call wimp cried three times animated sweet film,1.0,0.45064119,0.5493588
slow ponderous rohmer drama builds intense indoor drama compassion sacrifice christian love face political corruption,1.0,0.45669654,0.5433035
straightforward old fashioned best possible senses words possession movie puts squarely service lovers inhabit,1.0,0.4525064,0.5474936
things made original men black pleasure still,1.0,0.4481929,0.5518071
intimate spectacular e carried less wow factors funny moving yarn holds well two decades,1.0,0.4520646,0.5479354
singular character study perfect also year sweetest movie,1.0,0.45275182,0.5472482
martin barbara complex characters sometimes tender sometimes angry delicate performances sven wollter viveka seldahl make hopes frustrations vivid,1.0,0.4489022,0.5510978
leave rohmer find way bend current technique service vision past faithful architectural glories commanding open spaces city two centuries ago,1.0,0.45271954,0.54728043
sensitive cultivated treatment greene work well remarkably faithful one,1.0,0.44848198,0.551518
charles entertaining film chronicles seinfeld return stand comedy wrap legendary sitcom alongside wannabe comic adams attempts get shot big time,1.0,0.45599347,0.5440065
disarmingly straightforward strikingly devious,1.0,0.45223024,0.5477698
woody allen latest ambling broad comedy love hate movie biz,1.0,0.45071745,0.54928255
senses dulled slasher films gorefests connoisseur psychological horror ticket,1.0,0.4529256,0.54707444
buy popcorn take nothing seriously enjoy ride,1.0,0.45054987,0.5494501
smart witty follow,1.0,0.4501291,0.54987085
prove female director make movie soft edges kathryn bigelow offers sugar coating interludes lightness film unrelentingly claustrophobic unpleasant,1.0,0.4469897,0.55301034
film minute running time stops shy overkill though viewers may exhausted athletes onscreen,1.0,0.45504278,0.5449573
combine paranoid claustrophobia submarine movie unsettling spookiness supernatural hollywood think sooner,1.0,0.45213807,0.547862
family fare,1.0,0.450119,0.54988104
adaptation simply brilliant,1.0,0.45262268,0.54737735
film quite maintain initial momentum remains sporadically funny throughout,1.0,0.4494803,0.5505197
boy vividly recalls cary grant room one houseboat father goose affectionate depiction gentle war reluctant irresponsible man kid latches onto,1.0,0.4481635,0.5518365
assayas ambitious sometimes beautiful adaptation jacques chardonne novel,1.0,0.45212594,0.5478741
story inspiring ironic revelatory ridiculous money oriented record industry really also testament integrity vision band,1.0,0.45259282,0.54740715
neither funniest film eddie murphy robert de niro ever made showtime nevertheless efficiently amusing good collapses exactly kind buddy cop comedy set lampoon anyway,1.0,0.44491324,0.5550868
pay nine bucks hear suffering afghan refugees news still unaffected dramas like make human,1.0,0.45141295,0.5485871
never know changing lanes going take heck ride samuel l jackson one best actors,1.0,0.44749495,0.552505
good car chases great fight scenes distinctive blend european american asian influences,1.0,0.45419726,0.5458027
inhospitability land emphasizes spare precision narratives helps give atavistic power tales handed since beginning time,1.0,0.4469502,0.5530498
quite shrek monsters inc bad worth taking kids,1.0,0.44627446,0.55372554
shanghai ghetto much stranger fiction brings unknown slice history affectingly life,1.0,0.45520785,0.5447921
may particularly innovative film crisp unaffected style air gentle longing make unexpectedly rewarding,1.0,0.4501081,0.5498918
kinnear performance career defining revelation,1.0,0.45047885,0.54952115
despite flaws secretary stays head makes question firmly held positions,1.0,0.45502764,0.54497236
get root psychology film would require many sessions couch dr freud,1.0,0.45043838,0.5495616
jose campanella delivers loosely autobiographical story brushed sentimentality brimming gentle humor bittersweet pathos lyric moments linger like snapshots memory,1.0,0.455051,0.544949
creaky staircase gothic,1.0,0.45213753,0.54786247
though story surface deep visuals enveloping sounds blue crush make surprisingly decent flick worth summertime look see,1.0,0.45441106,0.5455889
like rocky bullwinkle speed neither completely enlightening catch intensity movie strangeness,1.0,0.44964975,0.5503503
maybe formula filmmaking nothing wrong film well crafted one,1.0,0.45051745,0.5494825
broomfield energized volletta wallace maternal fury fearlessness film crackles,1.0,0.45266744,0.5473326
film determined treat characters weak strong fallible human beings caricatures carefully delineate cost inevitable conflicts human urges institution concerned self preservation,1.0,0.45509547,0.5449045
reno delivers monologue manages incorporate horror absurdity situation well balanced fashion,1.0,0.4504314,0.5495686
refreshing see girl power movie feel prove anything,1.0,0.4523793,0.5476208
splendid entertainment young spirit accomplished aspects fullness spirit sense ease comes experience,1.0,0.44884107,0.55115896
addition hoffman powerful acting clinic rare drama offers thoughtful rewarding glimpse sort heartache everyone felt feel someday,1.0,0.44501114,0.5549889
even pushes agenda forcefully remains film something one attempts often achieves level connection concern,1.0,0.4489671,0.55103284
fresnadillo something serious say ways extravagant chance distort perspective throw us path good sense,1.0,0.450678,0.54932207
one finest humane important holocaust movies ever made,1.0,0.44912028,0.5508797
distinguished thoughtful film marked acute writing host splendid performances,1.0,0.4504028,0.54959726
godard never made sheerly beautiful film unexpectedly moving meditation love history memory resistance artistic transcendence,1.0,0.4562508,0.5437492
splendidly illustrates ability human spirit overcome adversity,1.0,0.45472974,0.54527026
hypnotic imagery fragmentary tale explore connections place personal identity,1.0,0.45175725,0.5482428
like kissing jessica stein amy orgasm key strength willingness explore principal characters honesty insight humor,1.0,0.4559085,0.5440915
cheery earth film warm cozy feeling relaxing around old friends,1.0,0.45525226,0.5447477
one best movies ever made life moviemaking,1.0,0.44724423,0.5527558
normal screen process bromides would barely enough sustain interstitial program discovery channel imax clich disappear vertiginous perspectives opened photography,1.0,0.45632142,0.5436786
fleet footed pleasingly upbeat family diversion,1.0,0.45134777,0.5486522
irwin earnest hard resist pleas spare wildlife respect environs far worse messages teach young audience probably perfectly happy sloppy slapstick comedy,1.0,0.45446008,0.5455399
mostly well constructed fluff seems intended,1.0,0.44924188,0.5507581
gentle affecting melodrama luvvies raptures far slight introspective appeal anything wider niche audience,1.0,0.4571929,0.5428071
